SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
1229,3,2,Suburb,2010,48780.11213,39.69,15,Budget
2388,3,3,Rural,1987,274896.2616,115.12,38,High-End
1562,5,1,Rural,2007,181237.8317,116.03,18,Budget
1437,3,2,Rural,1975,49052.37096,34.14,50,Budget
2799,4,1,Rural,1998,182649.2383,65.26,27,Budget
2306,5,3,Rural,2011,347942.0053,150.89,14,High-End
1026,2,2,Rural,1958,31998.01568,31.19,67,Budget
1225,5,3,Rural,2009,181103.2635,147.84,16,Budget
2300,3,1,Rural,1979,172216.0833,74.88,46,Budget
1797,4,1,Urban,1970,273262.8517,152.07,55,High-End
2632,2,1,Suburb,1999,306987.0516,116.64,26,High-End
1283,2,3,Rural,1978,172933.772,134.79,47,Budget
1878,3,2,Suburb,1989,159685.4467,85.03,36,Budget
1959,4,3,Rural,1966,244916.4658,125.02,59,Mid-Range
2504,3,2,Urban,2017,250927.6416,100.21,8,Mid-Range
1452,3,1,Rural,2013,86276.33242,59.42,12,Budget
2019,4,1,Urban,1972,209029.9486,103.53,53,Mid-Range
2852,3,3,Rural,1956,267060.0308,93.64,69,High-End
1815,4,2,Rural,1983,158867.8199,87.53,42,Budget
1658,4,1,Suburb,1973,200254.7187,120.78,52,Mid-Range
2539,3,1,Rural,1956,197039.3949,77.61,69,Mid-Range
1546,3,3,Rural,1957,251427.1554,162.63,68,Mid-Range
2215,5,3,Urban,1952,298798.8575,134.9,73,High-End
2072,2,2,Suburb,1953,209615.3838,101.17,72,Mid-Range
2535,2,1,Rural,2012,343628.2296,135.55,13,High-End
1016,4,2,Suburb,2015,86742.69816,85.38,10,Budget
2195,5,2,Suburb,2018,260504.8307,118.68,7,High-End
2243,4,2,Rural,1959,267664.3312,119.33,66,High-End
1157,5,3,Rural,2012,87137.89045,75.31,13,Budget
1476,4,2,Rural,1986,217625.4427,147.44,39,Mid-Range
2069,2,2,Rural,2021,179619.6811,86.81,4,Budget
2396,5,2,Rural,1952,304272.5428,126.99,73,High-End
1517,3,3,Suburb,1978,180446.9392,118.95,47,Budget
1098,3,3,Urban,2011,96810.15544,88.17,14,Budget
2915,2,1,Suburb,1982,293526.3479,100.7,43,High-End
2768,5,3,Rural,2009,333027.9076,120.31,16,High-End
2060,3,3,Suburb,1991,261561.3314,126.97,34,High-End
1279,3,2,Urban,2011,60826.53009,47.56,14,Budget
2372,3,1,Suburb,1955,278442.1635,117.39,70,High-End
1496,2,3,Rural,1998,123828.1036,82.77,27,Budget
1301,4,1,Rural,2021,88586.0573,68.09,4,Budget
1180,3,2,Rural,1992,134443.8975,113.94,33,Budget
1606,3,3,Urban,1958,136925.1708,85.26,67,Budget
2122,4,2,Rural,2000,234164.891,110.35,25,Mid-Range
1699,3,2,Rural,1963,150304.5494,88.47,62,Budget
1992,5,1,Rural,1973,240050.496,120.51,52,Mid-Range
2139,3,3,Rural,2021,277542.7035,129.75,4,High-End
1190,4,1,Suburb,1982,197241.2518,165.75,43,Mid-Range
1252,2,2,Rural,1978,101805.5981,81.31,47,Budget
1980,2,3,Suburb,1951,197810.6223,99.9,74,Mid-Range
1927,5,2,Urban,2001,172279.0649,89.4,24,Budget
2184,3,1,Suburb,1994,205236.2839,93.97,31,Mid-Range
2279,3,1,Suburb,1987,206408.5332,90.57,38,Mid-Range
2346,4,2,Suburb,1994,279439.9844,119.11,31,High-End
1127,4,1,Suburb,1965,127174.7226,112.84,60,Budget
1017,5,1,Suburb,1996,127458.039,125.33,29,Budget
2816,5,2,Suburb,1974,356063.8292,126.44,51,High-End
2758,3,3,Urban,2006,344787.6194,125.01,19,High-End
1565,3,3,Rural,1968,153282.8516,97.94,57,Budget
1569,5,3,Urban,1987,23125.99668,14.74,38,Budget
2346,2,2,Suburb,2015,297939.7232,127,10,High-End
2895,2,2,Suburb,1956,348536.6136,120.39,69,High-End
1685,2,1,Suburb,1969,145096.7349,86.11,56,Budget
2815,2,3,Urban,1953,316533.4622,112.45,72,High-End
1625,5,1,Suburb,1964,273166.56,168.1,61,High-End
2311,4,2,Urban,2013,343467.4139,148.62,12,High-End
2966,2,3,Suburb,2006,258865.9613,87.28,19,Mid-Range
1853,5,2,Suburb,1999,197763.0653,106.73,26,Mid-Range
2686,2,1,Urban,1966,196431.1618,73.13,59,Mid-Range
1961,3,1,Urban,1965,192271.5714,98.05,60,Mid-Range
2662,2,2,Urban,1952,252805.9847,94.97,73,Mid-Range
1154,5,2,Urban,1994,20075.48609,17.4,31,Budget
1489,3,3,Suburb,1993,225167.5423,151.22,32,Mid-Range
2409,3,2,Suburb,2011,333108.7015,138.28,14,High-End
1784,2,1,Rural,1958,253462.8412,142.08,67,Mid-Range
2127,2,1,Suburb,2009,273921.2443,128.78,16,High-End
2952,3,2,Suburb,2006,230500.4506,78.08,19,Mid-Range
2416,4,2,Suburb,2010,361696.081,149.71,15,High-End
2834,5,3,Suburb,2013,319789.8466,112.84,12,High-End
1245,5,1,Suburb,1966,174765.2567,140.37,59,Budget
2199,5,1,Rural,2007,300718.8166,136.75,18,High-End
2062,5,1,Urban,1996,261326.8509,126.73,29,High-End
2500,5,2,Suburb,2001,363561.9094,145.42,24,High-End
2705,3,1,Suburb,1967,251734.589,93.06,58,Mid-Range
1758,5,2,Urban,1986,280965.895,159.82,39,High-End
1537,4,3,Urban,2019,110904.3256,72.16,6,Budget
2890,4,2,Rural,1966,335743.3089,116.17,59,High-End
2841,2,3,Rural,1952,276296.3369,97.25,73,High-End
1920,2,3,Rural,1982,222212.1321,115.74,43,Mid-Range
1407,2,2,Urban,1956,221697.8157,157.57,69,Mid-Range
1524,2,3,Suburb,1951,223582.3849,146.71,74,Mid-Range
1827,3,2,Urban,1983,206212.7926,112.87,42,Mid-Range
2529,4,1,Suburb,1953,214945.5948,84.99,72,Mid-Range
1902,3,2,Urban,1998,152143.2966,79.99,27,Budget
2848,4,3,Urban,1966,376480.3015,132.19,59,High-End
1035,3,3,Urban,2020,135298.4457,130.72,5,Budget
1684,4,1,Urban,1961,160232.4203,95.15,64,Budget
1019,2,2,Suburb,1993,70855.37072,69.53,32,Budget
1320,4,1,Suburb,1998,183736.727,139.19,27,Budget
2799,2,3,Suburb,2018,388318.7211,138.73,7,High-End
1511,4,2,Suburb,1966,165073.7156,109.25,59,Budget
1399,3,3,Rural,1987,213210.0434,152.4,38,Mid-Range
1653,5,2,Rural,2005,140382.8723,84.93,20,Budget
1971,4,1,Urban,2010,260495.0847,132.16,15,High-End
2906,3,1,Suburb,1981,385304.7145,132.59,44,High-End
1470,5,3,Suburb,2005,144254.7959,98.13,20,Budget
2166,3,1,Urban,1972,277469.1074,128.1,53,High-End
2115,5,1,Urban,2015,252361.1315,119.32,10,Mid-Range
2377,2,3,Urban,2016,256202.9962,107.78,9,Mid-Range
1833,4,3,Suburb,1954,139343.7275,76.02,71,Budget
2823,3,3,Suburb,1972,246154.6873,87.2,53,Mid-Range
1726,4,2,Suburb,2000,218372.9302,126.52,25,Mid-Range
2982,2,3,Rural,1974,309839.6921,103.9,51,High-End
1853,2,2,Urban,1973,219293.0106,118.34,52,Mid-Range
1050,4,3,Suburb,1979,203482.1889,193.79,46,Mid-Range
2688,3,2,Urban,2000,220036.0305,81.86,25,Mid-Range
2721,3,3,Rural,1979,365466.4528,134.31,46,High-End
1574,3,2,Urban,2021,125013.1451,79.42,4,Budget
2213,4,1,Suburb,1995,234126.8057,105.8,30,Mid-Range
2148,3,3,Urban,2006,213331.2023,99.32,19,Mid-Range
1149,3,3,Suburb,1978,91677.17431,79.79,47,Budget
1313,5,2,Rural,2011,262434.5217,199.87,14,High-End
1569,3,1,Rural,1978,184359.5381,117.5,47,Budget
2365,2,1,Suburb,1986,323820.0406,136.92,39,High-End
1304,3,2,Rural,1989,97808.59675,75.01,36,Budget
2715,4,3,Urban,2004,298075.9524,109.79,21,High-End
1681,4,1,Rural,1975,128702.1148,76.56,50,Budget
1837,3,3,Rural,1976,129730.1974,70.62,49,Budget
2806,4,2,Rural,2000,326637.4753,116.41,25,High-End
2077,4,3,Rural,1971,241442.1438,116.25,54,Mid-Range
2002,3,1,Suburb,2014,259033.5696,129.39,11,Mid-Range
1443,5,2,Rural,1987,299103.3398,207.28,38,High-End
1612,5,1,Suburb,1950,127303.8574,78.97,75,Budget
1992,5,3,Suburb,1964,210318.9029,105.58,61,Mid-Range
1263,5,3,Suburb,1960,188936.218,149.59,65,Budget
2076,2,2,Urban,2005,185380.1293,89.3,20,Budget
2595,3,1,Urban,1987,294176.3398,113.36,38,High-End
2003,4,1,Suburb,2003,198735.7641,99.22,22,Mid-Range
2643,4,1,Urban,1972,268807.8484,101.71,53,High-End
1004,3,2,Rural,1986,65228.45166,64.97,39,Budget
2126,4,3,Urban,2000,262087.5685,123.28,25,High-End
2219,2,3,Rural,2010,255398.7488,115.1,15,Mid-Range
1773,5,3,Urban,1971,200902.121,113.31,54,Mid-Range
1876,3,1,Suburb,2015,237628.6476,126.67,10,Mid-Range
1991,4,2,Suburb,2004,201135.2861,101.02,21,Mid-Range
1883,2,1,Urban,2016,327202.4144,173.77,9,High-End
2373,4,2,Rural,1975,313572.8518,132.14,50,High-End
1046,2,1,Rural,1987,161735.0896,154.62,38,Budget
1866,4,2,Suburb,1999,135186.9409,72.45,26,Budget
1822,5,1,Rural,1972,206442.2525,113.31,53,Mid-Range
1935,3,1,Suburb,2002,176508.4751,91.22,23,Budget
2843,5,2,Urban,1988,295895.5581,104.08,37,High-End
1655,5,3,Urban,1972,215023.3833,129.92,53,Mid-Range
1268,4,3,Urban,2015,145269.2037,114.57,10,Budget
1369,5,2,Suburb,1977,156946.2389,114.64,48,Budget
1635,3,2,Urban,2009,246606.2725,150.83,16,Mid-Range
2129,2,3,Rural,2016,194238.864,91.23,9,Mid-Range
2693,2,1,Suburb,1959,281991.702,104.71,66,High-End
2682,4,3,Rural,1983,258071.8801,96.22,42,Mid-Range
1656,3,2,Urban,1950,149913.0106,90.53,75,Budget
1119,3,1,Suburb,1986,118571.5243,105.96,39,Budget
1830,2,2,Suburb,2017,258490.7949,141.25,8,Mid-Range
2810,2,3,Suburb,2020,237178.0369,84.4,5,Mid-Range
2627,5,1,Urban,2016,283416.6118,107.89,9,High-End
2081,4,3,Suburb,2007,234682.711,112.77,18,Mid-Range
2974,2,3,Suburb,1965,236267.0623,79.44,60,Mid-Range
2369,2,3,Urban,2013,220216.9713,92.96,12,Mid-Range
1740,3,1,Urban,1977,231805.2696,133.22,48,Mid-Range
2497,3,3,Rural,2019,293908.2937,117.7,6,High-End
1116,3,1,Rural,1977,148823.0463,133.35,48,Budget
2853,2,3,Rural,1967,317837.8614,111.4,58,High-End
1790,4,3,Suburb,1992,311154.7319,173.83,33,High-End
2150,5,2,Urban,1963,256000.1606,119.07,62,Mid-Range
2416,4,3,Rural,1971,215724.195,89.29,54,Mid-Range
2931,2,1,Rural,1963,249356.7367,85.08,62,Mid-Range
2012,5,2,Urban,1968,223423.0823,111.05,57,Mid-Range
2664,4,1,Suburb,1968,272864.801,102.43,57,High-End
2081,2,3,Urban,1988,202344.3256,97.23,37,Mid-Range
1633,4,2,Urban,1982,228849.2336,140.14,43,Mid-Range
1512,2,2,Urban,1987,240983.242,159.38,38,Mid-Range
2774,3,2,Suburb,1981,289649.3015,104.42,44,High-End
1801,4,1,Rural,1963,144200.2547,80.07,62,Budget
2119,3,2,Rural,1972,257560.4742,121.55,53,Mid-Range
2661,3,2,Suburb,1975,273196.6207,102.67,50,High-End
2141,5,1,Urban,1999,235009.5775,109.77,26,Mid-Range
1559,5,1,Urban,2018,166047.6906,106.51,7,Budget
2624,4,1,Rural,2004,258771.5962,98.62,21,Mid-Range
1487,2,3,Rural,2016,96385.91828,64.82,9,Budget
2260,5,1,Urban,1969,246585.67,109.11,56,Mid-Range
2908,5,1,Suburb,2005,304455.9919,104.7,20,High-End
1896,3,2,Rural,1964,171955.1048,90.69,61,Budget
2295,3,3,Suburb,2008,175119.2094,76.3,17,Budget
2212,2,2,Suburb,2006,273977.796,123.86,19,High-End
1703,5,1,Urban,1980,133660.821,78.49,45,Budget
2470,5,1,Suburb,2018,276587.1871,111.98,7,High-End
1580,2,2,Urban,1963,199265.5522,126.12,62,Mid-Range
1789,5,3,Suburb,1971,133679.2662,74.72,54,Budget
1860,4,3,Rural,1996,187289.1844,100.69,29,Budget
1246,4,2,Urban,1991,195380.2522,156.81,34,Mid-Range
2986,2,1,Urban,2020,290467.5266,97.28,5,High-End
2099,3,3,Urban,2010,125993.0727,60.03,15,Budget
1153,2,3,Urban,1954,164864.4865,142.99,71,Budget
2679,4,2,Rural,1973,271131.696,101.21,52,High-End
2458,5,3,Urban,1963,272401.7092,110.82,62,High-End
1996,5,1,Urban,1997,214623.9275,107.53,28,Mid-Range
2109,3,2,Rural,1964,270288.2488,128.16,61,High-End
1696,3,3,Suburb,1977,263720.9017,155.5,48,High-End
2308,4,1,Rural,1982,343733.4613,148.93,43,High-End
2997,3,1,Suburb,1996,386973.6452,129.12,29,High-End
2243,2,2,Urban,2000,232462.4527,103.64,25,Mid-Range
2092,4,2,Urban,2005,246644.1789,117.9,20,Mid-Range
2070,5,1,Suburb,2015,136921.115,66.15,10,Budget
2008,5,1,Urban,2003,265746.5808,132.34,22,High-End
1093,5,3,Rural,1950,118967.6919,108.85,75,Budget
2773,3,3,Rural,1962,225775.6619,81.42,63,Mid-Range
1957,4,3,Rural,2004,291978.295,149.2,21,High-End
2011,3,3,Suburb,1993,261283.9964,129.93,32,High-End
1452,2,3,Suburb,2003,240942.6385,165.94,22,Mid-Range
2227,4,2,Suburb,2016,216203.9181,97.08,9,Mid-Range
1911,3,3,Urban,1998,132355.8167,69.26,27,Budget
1217,5,3,Suburb,2019,228079.1135,187.41,6,Mid-Range
1473,5,3,Rural,1958,148489.5122,100.81,67,Budget
1431,2,1,Suburb,1992,150462.6418,105.15,33,Budget
1340,2,3,Rural,2014,226047.2322,168.69,11,Mid-Range
1550,2,2,Urban,2013,115706.6153,74.65,12,Budget
2635,5,1,Suburb,1988,270138.5971,102.52,37,High-End
2312,3,1,Rural,1986,200589.0288,86.76,39,Mid-Range
2277,5,3,Rural,1975,258865.2603,113.69,50,Mid-Range
2757,5,1,Suburb,1983,296494.3701,107.54,42,High-End
1356,5,3,Urban,1985,122490.162,90.33,40,Budget
1022,3,3,Suburb,1995,115202.9372,112.72,30,Budget
2785,5,3,Urban,2013,341637.3346,122.67,12,High-End
1521,2,2,Rural,1975,202351.3572,133.04,50,Mid-Range
2781,2,1,Suburb,1959,303105.4891,108.99,66,High-End
2860,2,1,Suburb,1980,311183.9181,108.81,45,High-End
2123,2,1,Rural,2007,149038.0072,70.2,18,Budget
1801,5,1,Urban,1977,270736.4958,150.33,48,High-End
2203,5,1,Suburb,1984,263493.2456,119.61,41,High-End
2246,5,3,Suburb,2006,324176.9426,144.34,19,High-End
2929,2,3,Suburb,1969,337269.8823,115.15,56,High-End
1761,3,3,Urban,1985,249808.3089,141.86,40,Mid-Range
2682,4,2,Rural,2012,240370.0119,89.62,13,Mid-Range
1441,4,2,Rural,2019,316311.3312,219.51,6,High-End
2631,4,2,Rural,1993,301656.1735,114.65,32,High-End
1768,3,2,Urban,1962,245823.7901,139.04,63,Mid-Range
2015,5,1,Urban,1982,260271.792,129.17,43,Mid-Range
2348,4,2,Rural,1999,223081.9974,95.01,26,Mid-Range
1515,4,1,Suburb,1994,133643.3552,88.21,31,Budget
2039,5,1,Urban,2004,235473.2569,115.48,21,Mid-Range
1791,4,1,Rural,1999,152462.4993,85.13,26,Budget
1335,5,3,Rural,2001,255989.5046,191.75,24,Mid-Range
2782,4,3,Suburb,1996,326470.3364,117.35,29,High-End
1257,5,1,Suburb,1992,218502.8588,173.83,33,Mid-Range
1496,2,2,Urban,1959,202684.7731,135.48,66,Mid-Range
1895,3,1,Urban,1997,159563.6275,84.2,28,Budget
1159,4,3,Rural,2017,167817.1467,144.79,8,Budget
2498,5,2,Urban,2004,328340.9622,131.44,21,High-End
1851,2,3,Suburb,1991,206542.456,111.58,34,Mid-Range
2687,5,2,Urban,1980,254673.6548,94.78,45,Mid-Range
2931,4,3,Urban,1979,301490.2158,102.86,46,High-End
1689,4,1,Urban,2019,211224.0441,125.06,6,Mid-Range
2698,4,3,Urban,1956,345220.8055,127.95,69,High-End
1379,4,2,Suburb,1981,103848.3609,75.31,44,Budget
2568,4,3,Urban,1991,254537.2983,99.12,34,Mid-Range
2952,2,2,Suburb,1975,352850.7854,119.53,50,High-End
1956,5,3,Urban,1961,173719.7958,88.81,64,Budget
1690,5,3,Rural,1963,197888.1079,117.09,62,Mid-Range
2450,4,1,Urban,1990,265276.146,108.28,35,High-End
2636,5,2,Suburb,1992,338456.4114,128.4,33,High-End
2291,2,2,Suburb,1979,260643.2185,113.77,46,High-End
2858,4,1,Rural,1958,304034.3857,106.38,67,High-End
2600,3,3,Rural,1969,287191.8106,110.46,56,High-End
2440,2,2,Suburb,2017,270580.7139,110.89,8,High-End
2191,4,2,Suburb,1974,252500.319,115.24,51,Mid-Range
2865,5,2,Urban,1952,371294.7232,129.6,73,High-End
2066,2,1,Suburb,1986,257401.5989,124.59,39,Mid-Range
2579,4,1,Suburb,1977,284904.8023,110.47,48,High-End
1284,5,2,Rural,2009,211770.317,164.93,16,Mid-Range
1396,5,3,Suburb,2009,286856.5217,205.48,16,High-End
1011,4,3,Rural,1969,175101.1149,173.2,56,Budget
2630,2,1,Urban,2018,261717.1541,99.51,7,High-End
2325,4,3,Rural,1957,192111.8457,82.63,68,Mid-Range
2921,4,1,Urban,2021,287287.6099,98.35,4,High-End
2276,4,2,Rural,1981,255596.0405,112.3,44,Mid-Range
1498,4,2,Rural,1973,288403.4882,192.53,52,High-End
1753,4,2,Urban,1974,185248.1657,105.67,51,Budget
1034,5,1,Suburb,1969,209782.439,202.88,56,Mid-Range
1726,4,3,Rural,2002,215865.8501,125.07,23,Mid-Range
1848,2,2,Suburb,1970,174158.9943,94.24,55,Budget
1089,3,3,Suburb,1978,80169.25806,73.62,47,Budget
1775,4,3,Suburb,2011,197440.8406,111.23,14,Mid-Range
1604,2,1,Urban,2021,138311.8452,86.23,4,Budget
2945,3,1,Rural,1983,272553.041,92.55,42,High-End
1969,2,3,Rural,1996,150367.9726,76.37,29,Budget
2625,5,3,Suburb,1991,267944.9275,102.07,34,High-End
2021,5,2,Rural,1958,192499.1385,95.25,67,Mid-Range
1417,3,2,Suburb,1985,154703.878,109.18,40,Budget
1114,3,2,Urban,1956,132670.1551,119.09,69,Budget
1616,3,3,Urban,2016,143155.4263,88.59,9,Budget
2926,5,1,Rural,1983,297645.455,101.72,42,High-End
2219,5,3,Suburb,2005,246920.2648,111.28,20,Mid-Range
1825,2,2,Urban,1986,230264.155,126.17,39,Mid-Range
2524,5,2,Rural,2019,328545.8605,130.17,6,High-End
2649,3,1,Suburb,2004,270556.7002,102.14,21,High-End
2516,4,3,Suburb,1985,275162.445,109.37,40,High-End
2098,4,2,Rural,1959,185514.4835,88.42,66,Budget
1412,3,1,Suburb,1990,149130.0897,105.62,35,Budget
2399,5,2,Rural,2000,214095.0543,89.24,25,Mid-Range
2443,3,1,Rural,1954,290060.3012,118.73,71,High-End
1728,5,3,Urban,1986,149000.2886,86.23,39,Budget
2300,4,1,Urban,2006,267485.9013,116.3,19,High-End
2020,2,3,Rural,1978,190984.0085,94.55,47,Mid-Range
1760,5,3,Suburb,2005,329138.6056,187.01,20,High-End
1675,2,2,Urban,1980,216085.7816,129.01,45,Mid-Range
2417,4,3,Suburb,2001,298584.9525,123.54,24,High-End
2892,2,2,Rural,1962,295605.4559,102.21,63,High-End
1456,2,2,Rural,1978,220667.1374,151.56,47,Mid-Range
1919,3,3,Suburb,2007,224202.0858,116.83,18,Mid-Range
1191,2,1,Urban,1977,103169.8308,86.62,48,Budget
1738,4,3,Urban,1980,241772.0661,139.11,45,Mid-Range
2712,5,3,Urban,1996,305954.6495,112.82,29,High-End
2122,2,1,Urban,2014,152222.3212,71.74,11,Budget
2571,5,2,Suburb,2009,239857.8712,93.29,16,Mid-Range
1977,3,2,Urban,1979,284245.9416,143.78,46,High-End
2008,4,3,Suburb,2017,214463.7133,106.8,8,Mid-Range
1095,4,1,Urban,2021,172054.1111,157.13,4,Budget
2687,5,1,Urban,2003,233840.6934,87.03,22,Mid-Range
1662,4,1,Suburb,2013,240334.6245,144.61,12,Mid-Range
2213,3,1,Suburb,1961,143838.1454,65,64,Budget
2759,5,3,Suburb,1961,231149.5345,83.78,64,Mid-Range
1036,4,3,Rural,2005,57693.11513,55.69,20,Budget
2803,3,2,Suburb,1968,314396.5661,112.16,57,High-End
2392,3,1,Rural,1985,269266.9776,112.57,40,High-End
2718,2,3,Suburb,1963,246523.6998,90.7,62,Mid-Range
2548,4,3,Suburb,1953,192436.586,75.52,72,Mid-Range
1278,5,1,Suburb,1954,214298.2896,167.68,71,Mid-Range
1216,2,1,Rural,1991,151148.942,124.3,34,Budget
1866,5,2,Rural,2009,241160.6364,129.24,16,Mid-Range
1872,2,1,Rural,1986,211510.3411,112.99,39,Mid-Range
2821,3,2,Suburb,1980,230251.8348,81.62,45,Mid-Range
2296,2,2,Suburb,2006,228944.8623,99.71,19,Mid-Range
2904,2,1,Rural,2001,272997.6016,94.01,24,High-End
1061,2,1,Rural,1992,71057.43729,66.97,33,Budget
1595,4,3,Suburb,2004,138738.9011,86.98,21,Budget
2903,2,1,Urban,1958,306800.5025,105.68,67,High-End
1728,3,1,Rural,2001,221433.4259,128.14,24,Mid-Range
2365,5,2,Suburb,2002,260065.9184,109.96,23,Mid-Range
1396,4,1,Urban,1982,193685.5175,138.74,43,Mid-Range
1698,3,3,Urban,1951,253164.409,149.1,74,Mid-Range
2042,4,3,Rural,1972,260611.245,127.63,53,High-End
1176,5,1,Suburb,1965,191111.8036,162.51,60,Mid-Range
2635,5,1,Suburb,1997,236979.2652,89.94,28,Mid-Range
1395,5,2,Rural,1953,142709.2132,102.3,72,Budget
1444,4,1,Rural,1974,90595.44336,62.74,51,Budget
2256,4,2,Suburb,2017,232944.4192,103.26,8,Mid-Range
2938,5,1,Urban,2016,208320.6549,70.91,9,Mid-Range
1075,5,2,Rural,1988,170587.7009,158.69,37,Budget
1264,3,3,Suburb,1971,185462.1006,146.73,54,Budget
1454,5,1,Urban,2009,119379.4066,82.1,16,Budget
2819,2,1,Urban,1985,304423.6713,107.99,40,High-End
1717,4,2,Urban,1998,240869.4072,140.29,27,Mid-Range
1734,3,2,Urban,1982,212119.8415,122.33,43,Mid-Range
2407,4,1,Urban,1968,201291.2716,83.63,57,Mid-Range
2587,5,2,Suburb,2020,283949.7947,109.76,5,High-End
1850,2,1,Suburb,1955,237898.5328,128.59,70,Mid-Range
2529,5,3,Urban,1977,218263.0783,86.3,48,Mid-Range
2390,4,2,Suburb,2014,222996.2008,93.3,11,Mid-Range
1143,3,1,Suburb,1963,148993.2512,130.35,62,Budget
1884,4,3,Suburb,1961,239641.318,127.2,64,Mid-Range
2092,3,1,Rural,2008,226598.7975,108.32,17,Mid-Range
2122,2,1,Urban,2020,229393.3072,108.1,5,Mid-Range
1395,5,3,Urban,1957,145356.129,104.2,68,Budget
2048,5,2,Suburb,1959,218497.7985,106.69,66,Mid-Range
1947,2,3,Suburb,2019,111367.2386,57.2,6,Budget
1890,4,1,Suburb,1997,205937.965,108.96,28,Mid-Range
2492,2,3,Rural,2003,319363.7892,128.16,22,High-End
2507,5,1,Rural,1999,321563.4071,128.27,26,High-End
2588,3,3,Urban,1996,319101.4752,123.3,29,High-End
2174,5,2,Urban,1978,205614.3883,94.58,47,Mid-Range
2167,4,3,Rural,1958,266521.9274,122.99,67,High-End
1568,3,3,Rural,2015,129901.8308,82.85,10,Budget
2062,4,2,Rural,2018,246504.0111,119.55,7,Mid-Range
1108,5,1,Urban,2003,82999.51438,74.91,22,Budget
2716,5,3,Urban,1965,207232.5313,76.3,60,Mid-Range
2065,3,1,Urban,1957,135032.7139,65.39,68,Budget
2209,4,3,Suburb,1971,296655.1868,134.29,54,High-End
1934,3,2,Urban,1964,259611.2173,134.24,61,Mid-Range
1397,3,3,Suburb,1977,154224.8555,110.4,48,Budget
2246,4,1,Urban,1978,184167.6828,82,47,Budget
1633,3,1,Urban,1981,128511.6401,78.7,44,Budget
2156,2,2,Urban,1965,199376.2226,92.48,60,Mid-Range
2186,3,1,Suburb,1982,305463.2842,139.74,43,High-End
2238,5,2,Rural,1985,230947.2624,103.19,40,Mid-Range
1732,4,2,Suburb,1988,199698.2994,115.3,37,Mid-Range
1234,5,1,Urban,1999,196146.7513,158.95,26,Mid-Range
2866,2,1,Rural,2017,274487.713,95.77,8,High-End
1657,2,2,Suburb,1963,185033.5073,111.67,62,Budget
1750,3,1,Rural,1988,222984.3723,127.42,37,Mid-Range
1587,5,2,Suburb,2020,208334.574,131.28,5,Mid-Range
2032,3,3,Rural,1969,254289.7302,125.14,56,Mid-Range
2097,3,1,Urban,1999,247007.8117,117.79,26,Mid-Range
1953,5,1,Suburb,1988,189607.3232,97.09,37,Mid-Range
1491,2,2,Suburb,1957,188387.2147,126.35,68,Budget
1912,2,3,Suburb,1979,217927.1091,113.98,46,Mid-Range
2276,2,3,Rural,1969,211264.2477,92.82,56,Mid-Range
2253,4,1,Urban,1977,193911.8587,86.07,48,Mid-Range
2542,4,2,Urban,2019,260737.6152,102.57,6,High-End
2197,3,2,Urban,2003,277508.1068,126.31,22,High-End
2676,4,1,Suburb,1969,288139.644,107.68,56,High-End
2191,4,3,Suburb,1972,310818.2997,141.86,53,High-End
1169,5,2,Rural,1988,144823.8783,123.89,37,Budget
2416,3,2,Suburb,1983,216479.2312,89.6,42,Mid-Range
1945,3,1,Urban,1971,208194.2387,107.04,54,Mid-Range
1794,5,1,Suburb,2006,253265.0377,141.17,19,Mid-Range
1633,2,3,Urban,1996,244006.2115,149.42,29,Mid-Range
2217,5,3,Urban,1967,186245.8283,84.01,58,Budget
2540,2,2,Rural,1957,273339.0777,107.61,68,High-End
1028,3,1,Urban,2010,145806.9779,141.84,15,Budget
2188,3,1,Urban,1979,132414.1776,60.52,46,Budget
2445,4,1,Rural,1998,380654.635,155.69,27,High-End
1338,4,3,Urban,2021,82162.27558,61.41,4,Budget
2671,5,3,Rural,2012,213976.8596,80.11,13,Mid-Range
2519,4,2,Suburb,1998,225675.3304,89.59,27,Mid-Range
2388,3,1,Suburb,1992,253719.6213,106.25,33,Mid-Range
2856,3,3,Suburb,1966,206099.4251,72.16,59,Mid-Range
2365,2,1,Urban,2021,233693.1751,98.81,4,Mid-Range
1499,4,3,Suburb,1992,41630.73904,27.77,33,Budget
2680,2,1,Suburb,2004,249052.4281,92.93,21,Mid-Range
1510,3,2,Suburb,2011,184231.2031,122.01,14,Budget
2350,4,3,Rural,1971,308213.883,131.15,54,High-End
1216,2,3,Urban,1966,57095.7206,46.95,59,Budget
